user_id,timing_regularity,burst_pattern_score,linguistic_entropy,network_coordination_index,posts_per_hour,avg_inter_arrival_time,is_fake
user_90,0.23900358275525938,0.14058370912868706,0.7920013951412872,0.18701604817799475,7,172.90999748863686,0
user_91,0.8970303614456943,0.7660971469198499,0.030307702191181285,0.6899872746427662,162,0.26674491558187563,1
user_92,0.8051597385580193,0.8643370151388444,0.0793375100407353,0.712580478931217,90,0.7525393366676842,1
user_93,0.8089037703652218,0.9290564177628341,0.055137563883039475,0.7883450367616424,173,1.0467459390664506,1
user_94,0.8183096372711642,0.7808420511366575,0.08094987793427055,0.8099887585116239,178,0.8033316537815466,1
user_95,0.8380499979595188,0.8589983236163072,0.004666850314803184,0.9037273270464096,144,0.2210230506189567,1
user_96,0.19043932247012085,0.19744710556352724,0.614315105767432,0.04844179210767156,4,199.9522314604486,0
user_97,0.8377834576988735,0.9020929487294366,0.0003942464520004796,0.9046492698569772,187,1.935396141152214,1
user_98,0.921144233569979,0.7879890679467859,0.04012720021862792,0.9802098140463688,117,0.673390297127536,1
user_99,0.10668858337667346,0.13635068538586062,0.7539391991326581,0.24874435651154325,3,199.13392293544888,0
user_100,0.2858836734463773,0.11750459822488563,0.5736225060071846,0.041092412636069726,7,159.78451289572868,0
user_101,0.10351846445511048,0.2541871912613424,0.5535497979387788,0.21513797034325188,6,263.2934342895819,0
user_102,0.9979281662972844,0.8504802368960122,0.07150477826883817,0.835999473749226,78,0.13941421749423602,1
user_103,0.1287597524874559,0.17690505250508817,0.6261303797163256,0.24563143309131086,8,221.96495419593916,0
user_104,0.3726148376545825,0.24690094384826952,0.6779422640307394,0.1695654518433109,6,92.07773676667556,0
user_105,0.24744588916981144,0.2851084525370481,0.793771278520279,0.25283851119915113,5,59.9292123288592,0
user_106,0.8448232151766911,0.788932429501052,0.029022111057300792,0.7623818366582964,173,0.8844878267399914,1
user_107,0.2377069360287647,0.1590423560492194,0.7239576234411701,0.21763610828313823,15,156.25689400473453,0
user_108,0.29613905631786097,0.18495509526920548,0.6386244592757544,0.13509033908176524,7,175.60931453771497,0
user_109,0.8801652773120218,0.9385158793173313,0.0973436615314135,0.7147193420005291,186,1.7718536287228026,1
user_110,0.30643811292429957,0.28174577508126264,0.7294309071977674,0.28334807575203114,15,39.55101282498812,0
user_111,0.14817172095124398,0.22292466020393664,0.6118619247850599,0.18707521395003912,2,267.2186371639118,0
user_112,0.21888378353266322,0.10473917235557323,0.7699754558068839,0.18779582907867187,15,195.52960060090382,0
user_113,0.9319819360186092,0.8797479011060099,0.050112973574351516,0.7772890494880488,180,1.0145184181739628,1
user_114,0.18007024760360363,0.22582875055456625,0.6924229920903686,0.11638931374161544,3,273.0669021327909,0
user_115,0.37106333321130613,0.20863147982716276,0.7886064582462087,0.21526674864049578,13,173.09254783100553,0
user_116,0.9829202401337848,0.7152907828790217,0.073256397860059,0.8475715939674748,156,1.7039837126738562,1
user_117,0.16370318872106232,0.2561976685951871,0.537675428255213,0.053667936913742054,3,201.1249299595241,0
user_118,0.1325126457641785,0.15864014739562554,0.6083815163594837,0.05371366940627241,5,232.16750823948138,0
user_119,0.2779331815596276,0.21437813001391282,0.6662275539571436,0.11132798184650235,14,195.07820992664878,0
user_120,0.9290934451840038,0.7297616732125183,0.03366208557168893,0.9294001773072649,58,1.8373812157777727,1
user_121,0.17460304971776391,0.11824885532044267,0.5906460193866299,0.02745727273868872,6,39.381428412546875,0
user_122,0.2203777469751017,0.20572681110341257,0.7186332315330791,0.08810787242902482,3,224.47509685654188,0
user_123,0.23267754436706714,0.27877386782070596,0.7530309892201104,0.09303695818957976,1,203.87719940308688,0
user_124,0.9972416401407079,0.7221462131843852,0.04569032792331418,0.7958711614926539,180,0.3881010058497538,1
user_125,0.952471789405352,0.7923607170285631,0.06873786090877554,0.6419863967720434,73,0.460681483166012,1
user_126,0.14177269336533324,0.19162063114265182,0.6464438059957961,0.293122746578327,4,139.47281699241,0
user_127,0.31210734606716517,0.11727499812985376,0.6619982934641927,0.09109531152952446,4,212.0852432970494,0
user_128,0.2478857009694355,0.137189805068138,0.6209983593268404,0.2884773539939424,7,131.0328007981738,0
user_129,0.13920885183470907,0.11821575121126626,0.799558828504064,0.11532621007360397,12,97.20357007322553,0
user_130,0.15882061073879378,0.19627654899421532,0.6321096871933982,0.02108114356247609,3,37.84769225256693,0
user_131,0.28057079647511746,0.16343200416381448,0.6940493359951851,0.03394795601279327,1,50.97085670342412,0
user_132,0.8087942702244132,0.9823296263654637,0.002291314129372002,0.6447824254626062,173,1.667093170211396,1
user_133,0.9284217220926216,0.922896483031863,0.015324749753500955,0.9269466390929925,144,0.13270339573798062,1
user_134,0.12638203958159044,0.11026624999008555,0.5642511548805783,0.07828253434830615,6,124.89093925631177,0
user_135,0.10477799756638716,0.2921979174454503,0.5877867526224471,0.011904141442098714,10,47.25504279284392,0
user_136,0.9877745513143814,0.955898901533963,0.042314443176311056,0.9935184869346725,74,1.0840637594946676,1
user_137,0.26336551490886817,0.2333130926355997,0.5347209222250395,0.05921010024228368,4,50.37993161325625,0
user_138,0.9900608712540973,0.8782028699858,0.08247880184225176,0.9415346938129979,145,0.12684071908337485,1
user_139,0.20140770682257336,0.2343113472699327,0.641968680983264,0.16050591074166262,10,73.17705862030546,0
user_140,0.3950758425718407,0.15305263150371712,0.6429414706900989,0.1866053115809883,7,63.11230752265889,0
user_141,0.8826863327296736,0.8239726333941008,0.02555854987599193,0.7740867374872408,181,1.8806912990000804,1
user_142,0.34913301210767145,0.14047879318338502,0.7773650511469516,0.2723916774139968,2,118.15484205142947,0
user_143,0.28061794105412574,0.1999141774211865,0.7169975262276846,0.2013625167394038,15,149.7885427544902,0
user_144,0.21382909401974406,0.23781059251180528,0.540555919849435,0.007841590019734179,11,102.5928713489487,0
user_145,0.235121909122076,0.1228583593350799,0.6763283982913453,0.2269301841351345,2,208.72617141565146,0
user_146,0.10616295138813678,0.26392476668710607,0.5851665146608891,0.18694632388515525,5,63.51868069052093,0
user_147,0.18425902127870836,0.2226042579758551,0.6751159002694465,0.11404084481334784,4,212.98344800046561,0
user_148,0.1355357366969959,0.23255696750949167,0.5906690836239181,0.28562107064017034,7,251.3007415469686,0
user_149,0.3789724684185295,0.10711639350120823,0.5109849110632735,0.02961953341601875,14,272.63076061084223,0
user_150,0.30416497902883827,0.2722502033631668,0.7860227296758358,0.06714962089637301,8,289.98111026927813,0
user_151,0.312655416731969,0.2471379495091702,0.6275791739490674,0.15169707843294392,5,155.82673701010958,0
user_152,0.8841692843767222,0.9914821720733199,0.011496963356923406,0.9308567460904696,172,1.015539089117522,1
user_153,0.3359646939797266,0.23843563921423003,0.6864432681813709,0.2558059815935286,15,199.83280270067223,0
user_154,0.9584817021257097,0.8821306508571616,0.03278984415196051,0.608017989882459,103,0.7054414911516411,1
user_155,0.9765627971452129,0.8813203078537105,0.05704033714974899,0.8772560409775609,57,1.9287112851424506,1
user_156,0.8558904486982787,0.9387905291807851,0.00712388085656479,0.8546142573731268,93,0.3165562971545597,1
user_157,0.2750324995470478,0.18712987410990053,0.7275220116042109,0.08403568445880563,14,153.84747243307504,0
user_158,0.24532817110714297,0.11783314630879452,0.7415471742090238,0.25382729130608894,7,45.909591862187455,0
user_159,0.38054752457328467,0.1883203282210943,0.6777083522865371,0.2703253549365228,15,106.68015602538324,0
user_160,0.26751526698072303,0.13633220123885642,0.6955193908178114,0.1190563034060882,15,52.88398281408851,0
user_161,0.14934854951464374,0.22288156991711666,0.7738914174911391,0.14002019499492044,1,225.67576202482638,0
user_162,0.8863766519837639,0.7329966591074335,0.04414390561599624,0.8697548381874656,172,1.957482525411459,1
user_163,0.3924072733054552,0.2962822602681425,0.6193283977888654,0.030816316818969403,8,116.78185466027224,0
user_164,0.1636026891713141,0.29677439787163495,0.6747432220514897,0.20607033782423825,13,252.49469132621653,0
user_165,0.3399633653975754,0.2749150023131137,0.7117151761695222,0.00309666981919724,5,205.24789403632047,0
user_166,0.18928663089722544,0.12061663360761672,0.5912118124419403,0.27226807743221043,9,261.361703250299,0
user_167,0.32423361589500677,0.18825937357667621,0.7536452146358623,0.09050548536561402,14,242.71212574193225,0
user_168,0.9602786373604407,0.9343022124707603,0.08263184062365125,0.6155456813549331,182,1.0371639067246345,1
user_169,0.3002321404220285,0.24593918215393795,0.5015780682838382,0.10967416534898457,6,37.25995047387749,0
user_170,0.28810077338064,0.1373253556079287,0.6276488314086064,0.049698718102394186,4,184.43464944240844,0
user_171,0.9502723333798235,0.9542772007429363,0.020705883197169483,0.7284005769928084,117,0.9545027740527127,1
user_172,0.1597825678973096,0.11099379159478029,0.5372948194322522,0.17969623465512352,1,137.36638107641414,0
user_173,0.27228915499903306,0.24718894808897768,0.7385728260869413,0.09298137030426241,15,293.1442049231906,0
user_174,0.1237938069848365,0.24323633310170836,0.5486491506527693,0.007162595440997399,4,275.81840871601514,0
user_175,0.9455022384170679,0.7331200565637356,0.016910097151481618,0.7428255590377901,69,1.889251154887689,1
user_176,0.30364663619161325,0.26446233120959334,0.7700012660332213,0.0009194685571987993,10,206.05948466219584,0
user_177,0.29137411751479436,0.10343094028761951,0.7228809168517041,0.02059571226600557,2,196.67017881941177,0
user_178,0.2370379670066261,0.20358869072681052,0.6448135787495767,0.018127138390630737,5,80.49033180329539,0
user_179,0.13493972901516,0.20614340980679735,0.783738316144202,0.04067855698685637,5,242.0013918103946,0
user_180,0.1352976705886883,0.12063951369442505,0.7838178579433395,0.0369060712783762,3,232.30830091489872,0
user_181,0.8490705145026527,0.9093682528305467,0.036714844176043315,0.7685532643266033,102,1.708316330630355,1
user_182,0.21216393156121227,0.1831138032013045,0.7579340966605559,0.19254277418850152,6,247.43087017784248,0
user_183,0.2527783119347158,0.19198017721577604,0.537913116468979,0.04795970859925198,13,183.18266799101775,0
user_184,0.8618459559732248,0.886008509772099,0.08392830701480225,0.7303020866744135,108,1.3081142135875607,1
user_185,0.8182966594938555,0.9043801819172008,0.07753145741290679,0.9344194736353789,104,1.826385246523588,1
user_186,0.3074394317282576,0.22647087665799354,0.6363021513165924,0.03491572038034123,7,99.39387474340222,0
user_187,0.8129817701099163,0.8903266863384728,0.03815431038079087,0.8700062626780826,158,0.8695392820015284,1
user_188,0.25583095038271986,0.18031924760695434,0.5333998970985236,0.16354944975039562,4,174.67819534619017,0
user_189,0.13294413163447683,0.1711500754486898,0.6481756993703391,0.09053229384542659,1,49.05433564528458,0
user_190,0.33900436518714056,0.17938637267134172,0.5932473735136425,0.2597412484498393,13,222.71432224465718,0
user_191,0.18154832834286166,0.1320142085538791,0.5096132317597717,0.05545630042240868,1,285.0685602936662,0
user_192,0.9909363488376058,0.9285533683233687,0.06291660610185978,0.8715347621090546,191,1.958341043538932,1
user_193,0.36924983052731386,0.10953808030271461,0.5899179318986294,0.23056358607085362,9,271.4114140559499,0
user_194,0.966761478871441,0.9408904371702378,0.0834586793991765,0.780650081990702,64,0.5873665495907717,1
user_195,0.34962312982329474,0.15419404004551326,0.5124285047047448,0.041521044319160406,8,113.4156475335986,0
user_196,0.30700552662873304,0.11247803741972043,0.6605259551150429,0.035505075683446664,13,159.737211698259,0
user_197,0.9444050194520193,0.7873873172112593,0.018056819120194967,0.6972821238075838,126,0.33911596358346474,1
user_198,0.2751091901145039,0.2351633003551637,0.7869268448005677,0.17455605517242806,9,139.87511753428953,0
user_199,0.2331091214469695,0.16779582225881426,0.5714703584581007,0.02202761062930294,12,49.85498909006607,0
user_200,0.24035554406576484,0.1860524366991203,0.5981594136906049,0.1801098782090402,8,68.59477863390282,0
user_201,0.8032840552043792,0.9400308262820678,0.07885264136919634,0.8423208085561389,96,1.5182780153951039,1
user_202,0.13707054914242506,0.24236690956371634,0.721121297842678,0.18315518022739724,12,95.30176980904065,0
user_203,0.10008022267227534,0.18869587330178933,0.6601720121599932,0.18881054354223645,4,273.0025897244146,0
user_204,0.20114189045407865,0.24556299190045275,0.5735062845148858,0.015706717338964202,13,107.43935238779065,0
user_205,0.39039249282006083,0.28057226284960524,0.6366970038785258,0.0779293624442754,11,141.4320908493699,0
user_206,0.3715345988704988,0.2676158210325694,0.6088710591230899,0.12074796543490292,10,66.82852314056771,0
user_207,0.23075813189507519,0.23914336747670076,0.5174628561799317,0.07845458003881066,12,83.98105915400902,0
user_208,0.39630340660900465,0.20348441163847797,0.7534981895898363,0.04156144506953961,6,260.20480478629173,0
user_209,0.18111897577711683,0.1729206213877986,0.7017985750121366,0.2816993001440342,7,203.88809399089627,0
user_210,0.8655763565260834,0.989633379106031,0.009061179452828139,0.6549443838110546,64,1.5791029442661033,1
user_211,0.3420836424787347,0.22272777866225651,0.5680465429633376,0.14540539763448643,2,113.86976042608184,0
user_212,0.9718084109800124,0.9899866714642211,0.035451749155480106,0.921180181797141,158,1.8931884948017554,1
user_213,0.8876611069682945,0.8899204332253509,0.025664200712755436,0.7837567033447355,177,1.4275219825856453,1
user_214,0.8816765856712766,0.906343240292401,0.0889624045877414,0.9409979678716884,152,0.6183883687878262,1
user_215,0.3508734069481997,0.25873690454205667,0.6311529672621565,0.13225284331116044,7,218.4135147137171,0
user_216,0.30098914611124383,0.21780902747879893,0.6624587825080601,0.15980786115086815,2,195.76904901834328,0
user_217,0.14635855091027442,0.19554765856084755,0.7312812717059395,0.04855826795182959,15,67.10976407979706,0
user_218,0.3683647684679897,0.2101698225666831,0.5137795439656546,0.25754418851242145,7,184.4616970320068,0
user_219,0.8379752777606073,0.733058096929218,0.021785600849906217,0.9626837761161533,142,1.5254600566202556,1
user_220,0.10667507883879386,0.13933128572578693,0.7913378749697525,0.16142399254513992,3,192.3563029681336,0
user_221,0.9979031955326045,0.842808740192063,0.06544670999317903,0.7487039673656506,93,0.962518045126273,1
user_222,0.10455108484018288,0.26827846105215625,0.5780809001272131,0.12594564360947788,9,115.19286148762603,0
user_223,0.27257270137475953,0.1423241100402767,0.7649316788375067,0.12929927098738328,4,223.1834255693503,0
user_224,0.8636947637746041,0.9072955693506208,0.03411710074429952,0.878869658161173,135,1.729870303605594,1
user_225,0.9556364890183662,0.7495898516830125,0.09073275860757068,0.9622149047039332,168,1.5862342989326905,1
user_226,0.26117625989515736,0.19206302076001014,0.5818540285602837,0.2080627448869615,1,80.30067404229177,0
user_227,0.1257074910924931,0.2701115189972427,0.6961257436280984,0.0783319904191479,7,266.10183705245953,0
user_228,0.8667466083651492,0.7707068684609311,0.095458054557506,0.6746134735398807,133,1.5073412907051214,1
user_229,0.8854607822159493,0.7131897741735025,0.077208806708437,0.6822496952251784,188,0.13033525276799582,1
user_230,0.8698589908820616,0.9340716507054427,0.06508011400670233,0.7205196753339486,91,0.5665975083859214,1
user_231,0.15225486611226702,0.1136148147621343,0.730205448849681,0.2975349079222568,7,65.64139298427236,0
user_232,0.37659213776050204,0.1091361044512726,0.7499172921539055,0.0649484151024588,12,259.0322885020414,0
user_233,0.1415239390010909,0.19274858244317222,0.6204078243690414,0.19368993080821081,9,284.8577497483534,0
user_234,0.9538206499191886,0.8913129221140136,0.09936193534476256,0.9066868716891953,92,0.16225357071236746,1
user_235,0.20798960188490628,0.13957178749450133,0.6688019566798116,0.051431943959738845,15,299.2295996330563,0
user_236,0.17062445339565435,0.10675642050840398,0.5398350769248483,0.26545642963789085,2,178.19369913678398,0
user_237,0.21566878636140505,0.28651358304600466,0.7507127205275738,0.13953653499895322,6,53.55696429999823,0
user_238,0.8359483454272885,0.8646620001719191,0.07915864614852397,0.9766873123861906,106,0.8815865216975765,1
user_239,0.8858226198464452,0.9339049493662449,0.04805541450559647,0.9008878859367634,170,1.9639071475808614,1
user_240,0.28048505434338566,0.2205766629898562,0.5629897320366428,0.03139697891442633,11,298.25890717764173,0
user_241,0.2458480724822742,0.2238347092975423,0.5942671643133138,0.18359176166488272,3,131.19615439992475,0
user_242,0.3361178183345014,0.2917067626800304,0.6292278435724599,0.044094631426004116,4,172.9056755275725,0
user_243,0.14312260364521143,0.26740982452687423,0.599411596330782,0.0794658349917222,4,167.92045787238885,0
user_244,0.9550087180915612,0.9824299967705901,0.015319906638404324,0.6374319069390083,189,1.2350689739466731,1
user_245,0.9257732325131742,0.890296906539993,0.05823973184821274,0.907011179721827,182,1.3886093528712955,1
user_246,0.814209145311194,0.7560529314934523,0.050540612583770406,0.6944940391563735,100,0.23089358335721694,1
user_247,0.13885466658264886,0.19746550211325936,0.6183995507367707,0.17027571724417312,2,123.82722261538112,0
user_248,0.29295643928763593,0.12654120452863285,0.7286531916487958,0.14569575640892204,10,169.9986707113919,0
user_249,0.24627522767204563,0.1648933566371345,0.6584355855968235,0.20408874384947276,7,249.12437890366175,0
user_250,0.8946127995647599,0.7306285551155359,0.011079630648293204,0.7417999824019416,120,1.921655288562193,1
user_251,0.18039610650642995,0.10106598923249213,0.6446380890320981,0.2653644140276669,10,115.84855626217261,0
user_252,0.22941911659338776,0.12988402425663237,0.5638199390711237,0.10202429090515018,1,297.2696144579309,0
user_253,0.10994186191095119,0.21688911129164185,0.6196774663503656,0.1271923326337388,3,287.0081691967471,0
user_254,0.3205436250646997,0.21095891811347012,0.6157846886920334,0.23909515602117737,4,84.49245751950731,0
user_255,0.8653162888246158,0.7493625169899293,0.054265591317559814,0.9050950599468033,98,0.815349718455985,1
user_256,0.8514698102882351,0.9627230810833295,0.08249743807648291,0.9770759377974952,67,0.8919413994468833,1
user_257,0.1727731325045728,0.23514037300462443,0.5816345782339905,0.1538929929911999,14,196.51153027065055,0
user_258,0.2659730225710508,0.22261406586435895,0.5160835177120591,0.15890732687411474,15,275.00758500870967,0
user_259,0.9520976605668242,0.8120071161790533,0.012933118980186453,0.8073455786394923,79,1.6812685228799829,1
user_260,0.30692143543499917,0.16210530103350237,0.7074322829272999,0.017364340493463536,4,167.66712083453055,0
user_261,0.9092891726205498,0.9559087741426904,0.08811189404148811,0.6576703789615359,61,1.2558771852411286,1
user_262,0.2534409039196115,0.2133445772627613,0.6854546312277086,0.10595186875862986,13,68.53679662524107,0
user_263,0.33177267579173175,0.22857844545723163,0.5351876735047834,0.15949865397708726,9,189.0839057816829,0
user_264,0.18643325542177203,0.1285099974547855,0.7110720393145895,0.20032166322647024,10,103.20593619283162,0
user_265,0.942494052149545,0.8762160689531087,0.0346304146572175,0.8365524777388065,131,1.0022775614035844,1
